precision,lang,layer_num,layer_label,top1_token,top1_prob,p_cairo_en,p_cairo_ar,p_egypt_en,p_egypt_ar,p_capital_en,p_city_ar,p_qmark_en,p_qmark_ar,p_dots,p_colon,p_what_en
Int4 Quantized,MSA,5,L4, هي,0.9957503080368042,2.4215399740353007e-26,1.6609805323098616e-27,2.304681170208892e-26,4.122095545214952e-29,7.437322050158585e-36,2.306029569208675e-31,1.0667762578609928e-32,2.810486387095695e-31,8.032553101041792e-37,1.4219243282518354e-30,1.9814128263562168e-29
Int4 Quantized,MSA,6,L5,<bos>,1.0,1.1210387714598537e-44,4.097396709685765e-42,7.006492321624085e-45,4.203895392974451e-45,0.0,0.0,0.0,0.0,0.0,0.0,3.643376007244525e-44
Int4 Quantized,MSA,7,L6, هي,0.9998708963394164,1.86911201396774e-20,1.790856572730115e-18,1.1321925032888405e-18,5.927844457019223e-21,2.1816689863137993e-24,9.9732324330725e-22,2.395445755678488e-24,1.666992308148273e-23,6.3929769241596886e-27,2.481731507588602e-20,4.918449009464806e-19
Int4 Quantized,MSA,8,L7, هي,0.9999624490737916,2.400129530631532e-16,8.075119145947197e-15,2.4912704345747727e-15,1.7490329064805864e-16,1.8879263251466924e-16,4.6368172566509456e-14,1.2709016343862757e-17,9.238858016582346e-18,5.3366222840757744e-20,1.6574000405076252e-14,4.9654193686702206e-15
Int4 Quantized,MSA,9,L8, هي,0.9875255823135376,1.4907580649526494e-13,1.3114579951525873e-13,6.090366492378374e-12,9.907862968646168e-15,9.03529421419913e-12,7.009624825027315e-11,4.468464714999648e-15,6.6227033868398945e-16,5.5078019610190354e-17,1.9264375251265567e-13,3.573667512087042e-13
Int4 Quantized,MSA,10,L9, هي,0.5468491911888123,9.551350595854437e-13,3.9221626163890577e-13,1.512078795506966e-10,1.5647349748911833e-14,1.1193097559925036e-09,1.734468568770353e-08,5.395077830663841e-13,2.452661148179616e-14,3.0713428219968086e-14,5.312081330366425e-10,1.0865588810637927e-11
Int4 Quantized,MSA,11,L10, verdient,0.5734502673149109,9.113310827551028e-14,4.9004498240334474e-14,3.6290859206644654e-10,2.537731885797565e-14,1.060021626031471e-09,8.246821003865534e-09,5.307138192453542e-13,1.546692431960838e-15,6.653275749345795e-14,4.18973911120446e-10,7.695515752415004e-11
Int4 Quantized,MSA,12,L11, verdient,0.8119281530380249,3.2856120032792244e-14,1.8522626805289082e-14,5.0181157840167856e-11,2.4053504617239065e-14,2.8418609132607737e-10,2.977667001857753e-09,4.627776365785132e-14,1.928440546288576e-15,1.1576670340667644e-14,1.0625964691479696e-10,1.9895725691942975e-11
Int4 Quantized,MSA,13,L12,yaitu,0.3205184042453766,5.620699557369081e-14,4.4860634846634334e-13,1.9659242983527392e-11,4.460142108073106e-14,1.4772821854691642e-10,6.205031155559482e-09,6.238677109637879e-12,2.5538355067841745e-13,4.2345993417792094e-15,5.558863369614642e-10,1.3082204763925629e-10
Int4 Quantized,MSA,14,L13,thenReturn,0.3760315477848053,1.2105476186012056e-15,1.309827084034626e-13,1.2472623845197206e-12,6.36673902990471e-16,2.9138600421418914e-09,2.394491893653594e-08,2.4595928592441307e-12,1.2441213424058128e-12,4.772070334174033e-16,5.781044531971702e-10,3.4631711387511643e-10
Int4 Quantized,MSA,15,L14,thenReturn,0.8874430656433105,2.105050515681124e-15,2.8002694089858567e-14,1.5362080910737846e-13,3.1708354125664606e-17,5.860584018080317e-09,2.4830223988026034e-10,5.187306340763768e-14,2.115219349500819e-13,2.79345430894719e-16,5.490913713296353e-12,8.481575858310109e-11
Int4 Quantized,MSA,16,L15,^(@),0.4670208394527435,2.1232037869934987e-14,1.8591888689386063e-14,2.0399548478385046e-13,2.0721949017505167e-16,1.5733174485443868e-10,6.046152619364198e-13,5.775986488754038e-16,7.578042943048695e-15,8.237682443720627e-18,1.831895637786907e-13,2.023115832847089e-12
Int4 Quantized,MSA,17,L16,nicity,0.4408742189407348,3.236974707374052e-12,5.5260195724882166e-11,1.89830789976142e-12,4.251330783586324e-15,3.2184475458052475e-06,1.558230877662936e-07,2.1125033146385253e-12,1.3794894046514903e-11,1.1473570574530025e-12,5.223268484400022e-10,7.886020170211339e-10
Int4 Quantized,MSA,18,L17,nicity,0.9250776767730712,6.994089769146728e-12,2.2417017894738045e-11,9.255825272891371e-12,3.455139820085496e-13,3.700135130202398e-05,3.241516708385461e-07,6.492468429541988e-08,2.2651575060095294e-10,2.5317781648936943e-08,0.0004858509346377,0.0001839448668761
Int4 Quantized,MSA,19,L18, what,0.368040919303894,4.388298111734912e-05,1.7975038346662586e-08,0.0052579287439584,2.0862350069705823e-08,0.0013438895111903,2.6653317490854533e-06,0.0001879187329905,7.703292226324265e-08,1.6598443153270637e-07,0.007216116413474,0.368040919303894
Int4 Quantized,MSA,20,L19, capital,0.9398813247680664,2.091687463234848e-07,6.662802948254054e-11,1.493869632440692e-07,1.7147881422110989e-12,0.9398813247680664,5.4715730612997504e-08,1.4150979055216341e-08,6.11174499898226e-10,2.824024174230555e-11,3.879480573232286e-05,0.0020478181540966
Int4 Quantized,MSA,21,L20,بوابة,0.9709279537200928,4.5565375472733656e-08,1.7865119106286187e-11,6.740599189924977e-09,1.9875457616530534e-12,0.0273239687085151,3.454340979924808e-11,2.940828153441544e-06,2.667410736734155e-10,1.8812144730873115e-08,0.00055129599059,0.0009819386759772
Int4 Quantized,MSA,22,L21, capital,0.9952784776687622,1.095671541406773e-05,6.078782366358837e-09,4.811838705265359e-10,2.0142219489538427e-11,0.9952784776687622,1.675588521266036e-07,2.924631371570285e-05,3.4442684815338964e-10,2.532681087075161e-08,0.0011085426667705,0.0005449030431918
Int4 Quantized,MSA,23,L22, Cairo,0.6997241377830505,0.6997241377830505,8.028544016269734e-07,3.4540880733402446e-05,2.04199124276272e-09,0.2654212713241577,5.190736374061089e-07,0.0001518012722954,4.7080511933472735e-08,9.455838153371587e-06,0.0010484551312401,9.456045518163592e-06
Int4 Quantized,MSA,24,L23, capital,0.9643052220344543,0.0009817384416237,3.3147784961329307e-06,8.647606364320383e-08,3.4980633500936165e-08,0.9643052220344543,0.0002796585904434,6.590045700249902e-07,1.3134668733982837e-05,1.191076444229111e-05,0.0004974012845195,2.565975592005998e-06
Int4 Quantized,MSA,25,L24, مدينة,0.3124739229679107,4.479748531593941e-05,0.0044279168359935,1.5659561825032142e-07,0.0002215428394265,0.0224678460508584,0.3124739229679107,2.451060709063313e-06,0.0094271525740623,0.0001825699728215,0.1451235711574554,4.657356839743443e-05
Int4 Quantized,MSA,26,L25, مدينة,0.4293834269046783,1.2023241652059369e-05,0.1296485215425491,5.2102353542693444e-09,0.0098943477496504,5.455897280626232e-07,0.4293834269046783,1.3201786714489572e-05,0.0005020328098908,0.0006562295020557,0.1265121847391128,6.595677177756443e-07
Int4 Quantized,Masri,0,embed, هي,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int4 Quantized,Masri,1,L0, هي,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int4 Quantized,Masri,2,L1, هي,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int4 Quantized,Masri,3,L2, هي,1.0,0.0,0.0,2.802596928649634e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int4 Quantized,Masri,4,L3,<bos>,0.9976186156272888,4.97977906170226e-36,2.90571154565138e-35,7.866129245383167e-35,3.0074299940622185e-37,6.025583396596713e-44,1.505414940224151e-41,2.037487967128284e-40,2.5337297922996315e-40,3.3631163143795614e-43,1.9204094804339456e-40,6.78459670979825e-40
Int4 Quantized,Masri,5,L4, هي,0.9999980926513672,1.971314689986411e-24,3.896092182546829e-26,3.7500991985836776e-24,1.2793758486826014e-26,3.057727129427628e-34,4.980922682937019e-31,5.544080617725113e-33,5.068014118993962e-31,2.6322451325020188e-36,1.6050303309630386e-30,9.978760635542824e-30
Int4 Quantized,Masri,6,L5,<bos>,1.0,0.0,1.4573504028978098e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int4 Quantized,Masri,7,L6, هي,0.9999774694442748,4.918391623809809e-19,9.685345295820094e-17,2.1959636207011118e-16,3.291451746202616e-18,1.5768439660266937e-23,3.065672915944128e-21,2.2216557145107283e-22,7.345779853157863e-22,2.3682146716607114e-24,4.73074673582792e-19,6.047671003776391e-19
Int4 Quantized,Masri,8,L7, هي,0.9999855756759644,4.2362894372067783e-16,3.915420979517907e-14,4.7060123945516855e-14,5.729243187318047e-15,1.2269103893180274e-15,6.014376415517178e-14,2.762933064879658e-16,8.090278858563677e-18,7.932044170465958e-18,3.548099720930217e-14,1.6464788423780252e-15
Int4 Quantized,Masri,9,L8, هي,0.9991719722747804,5.3852731871301476e-14,5.735352514094072e-13,1.7329930893095202e-11,7.532650447405338e-14,2.275592388134573e-11,3.790796843095024e-11,6.527064452073114e-14,1.3863974553329311e-16,1.996824480735731e-15,3.279977634981779e-12,1.0681273167377841e-13
Int4 Quantized,Masri,10,L9, هي,0.9872581362724304,6.197102293131751e-13,5.259204096524917e-12,7.794516421189002e-11,1.2105476397770293e-13,1.2682923600237928e-09,6.390954876422938e-09,2.589886118065099e-11,5.4479185580629495e-15,3.032787508541052e-13,1.439187991003621e-09,6.007139230490566e-12
Int4 Quantized,Masri,11,L10, هي,0.9077802896499634,1.0262977533787021e-12,1.8857009703721058e-11,5.646398903991211e-10,5.521454604293097e-13,4.3251691117518484e-09,1.5353109006355226e-08,1.91717284409032e-11,7.198855091683151e-15,3.473046503166266e-12,1.3281223898431451e-09,1.5247457740841242e-09
Int4 Quantized,Masri,12,L11, هي,0.6896364092826843,6.0618541436463494e-12,3.7211861370067817e-10,3.603962239751013e-09,5.1366792763740676e-11,1.3208349969318078e-07,2.055824488422786e-08,1.1927231424735394e-09,7.331661048669974e-14,2.2998047910505195e-10,2.659897972989711e-07,1.4324291086609264e-08
Int4 Quantized,Masri,13,L12, هي,0.4637144804000854,8.870951390994863e-13,9.175578630227219e-10,5.602696084849866e-10,4.939109191082203e-11,1.105958915559313e-07,1.574624874933761e-08,2.197127635383822e-08,9.315651548769122e-13,1.0548660556164435e-10,3.873915375152137e-06,2.3210087363167986e-07
Int4 Quantized,Masri,14,L13, is,0.374923437833786,3.3399691568231436e-14,3.4883661931273124e-11,6.784589556829701e-11,1.3642084966021542e-13,9.619002412364352e-07,2.0158362090683116e-08,2.863469489966519e-06,3.9161907224027895e-12,2.10985395820984e-10,0.0001743845932651,1.3500858585757667e-05
Int4 Quantized,Masri,15,L14, هي,0.529916524887085,4.226310192654084e-14,1.0270909123200056e-11,5.076254000480063e-11,4.5468735384874427e-14,2.1486039258888923e-05,8.468508561065846e-09,2.8059459964424605e-06,5.694700895737814e-13,1.9997681288685953e-09,7.844649371691048e-05,4.952911694999784e-05
Int4 Quantized,Masri,16,L15, one,0.2267830818891525,1.2567392872891993e-12,9.865605554715272e-11,2.1893688251228838e-10,2.0108268077977806e-13,1.6215723519508177e-07,1.925644532718706e-09,2.659537017279945e-07,1.0842161586935297e-12,1.838041274737634e-09,4.670279849960934e-06,9.664137905929238e-05
Int4 Quantized,Masri,17,L16, automatiques,0.2627447545528412,2.081133355924525e-11,8.59242010875505e-09,5.295774929692243e-10,2.538694948706066e-12,0.0002103773585986,7.067100341373589e-06,2.990595476148883e-06,5.779396058946951e-12,1.9814663119177567e-06,0.0002481630654074,0.0001889218110591
Int4 Quantized,Masri,18,L17, ,0.2237365394830703,1.6430145411512262e-14,9.174572560000094e-12,1.4795834642113842e-13,8.547051006399868e-14,1.3385857528191993e-05,3.909539358915026e-09,0.0002045687870122,2.5582045162786397e-12,0.0001480561477364,0.2090575546026229,0.1521380096673965
Int4 Quantized,Masri,19,L18, what,0.9942493438720704,1.450020242765859e-10,3.3148744166267008e-12,1.5531121277945206e-07,1.0739250634606012e-11,4.230286322126631e-06,2.1837118224787844e-10,0.0011931110639125,2.5219726480785187e-12,4.533267485840042e-07,0.0014363968512043,0.9942493438720704
Int4 Quantized,Masri,20,L19, capital,0.6432694792747498,1.4205064902128584e-09,5.738166452412541e-12,3.413381355343858e-09,2.83896658351962e-13,0.6432694792747498,2.879248506282295e-10,6.4241203290293925e-06,3.043410358796739e-12,4.562750621772693e-09,0.0003259285585954,0.3548652231693268
Int4 Quantized,Masri,21,L20, what,0.9738240242004396,5.043742090649062e-10,2.2093373137910266e-12,7.956608150117005e-10,1.0716046106029609e-12,0.0122651606798172,1.1351781060292554e-12,0.0036873994395136,2.110366222052296e-11,2.5831635866779837e-05,0.0077798110432922,0.9738240242004396
Int4 Quantized,Masri,22,L21, what,0.4603705108165741,2.4305899160026456e-07,7.232727194939058e-10,1.225830409401496e-10,2.029166938644078e-11,0.4118423163890838,2.572915658305419e-09,0.1048879101872444,7.562962062168666e-11,4.481663927435875e-05,0.0180082190781831,0.4603705108165741
Int4 Quantized,Masri,23,L22,...,0.4365257620811462,0.064207524061203,8.843608156894335e-08,2.315612800884992e-05,1.6759570398150456e-09,0.2921698093414306,2.9792902367375973e-08,0.0819330438971519,4.0107558163526846e-08,0.0752834230661392,0.0075953179039061,0.0013214730424806
Int4 Quantized,Masri,24,L23, capital,0.905408501625061,0.0003357407695148,7.452609906977159e-07,1.9712658172466038e-07,5.7900528815935104e-08,0.905408501625061,2.306787428096868e-05,3.309318708488718e-05,1.988061967495014e-06,0.0247375648468732,0.001965741161257,7.677508983761072e-05
Int4 Quantized,Masri,25,L24,:,0.1883478015661239,0.0001163823180831,0.0028282657731324,2.1449509404192213e-06,0.0005640494637191,0.0349575281143188,0.0392309688031673,5.445109127322212e-05,0.0108398972079157,0.0222355127334594,0.1883478015661239,0.0003330416220705
Int4 Quantized,Masri,26,L25,:,0.1607116758823394,2.4713985112612136e-05,0.0646315217018127,8.04001629717277e-08,0.015155216678977,5.896375228076067e-07,0.092121697962284,9.75581569946371e-05,0.0099447229877114,0.0030831883195787,0.1607116758823394,2.2251435893849703e-06
